Tabela 6579 - População residente estimada		
Variável - População residente estimada (Pessoas)		
1200807	Porto Acre (AC)	19141
1300029	Alvarães (AM)	16396
1300060	Amaturá (AM)	11934
1300086	Anamã (AM)	14292
1300102	Anori (AM)	21937
1300144	Apuí (AM)	22739
1300201	Atalaia do Norte (AM)	20868
1300300	Autazes (AM)	41005
1300409	Barcelos (AM)	27772
1300508	Barreirinha (AM)	32919
1300607	Benjamin Constant (AM)	44873
1300631	Beruri (AM)	20503
1300680	Boa Vista do Ramos (AM)	20040
1300706	Boca do Acre (AM)	34958
1300805	Borba (AM)	42328
1300839	Caapiranga (AM)	13482
1300904	Canutama (AM)	15981
1301001	Carauari (AM)	28719
1301100	Careiro (AM)	38820
1301159	Careiro da Várzea (AM)	31459
1301209	Coari (AM)	86713
1301308	Codajás (AM)	29691
1301407	Eirunepé (AM)	36121
1301506	Envira (AM)	20748
1301605	Fonte Boa (AM)	16409
1301654	Guajará (AM)	17193
1301704	Humaitá (AM)	57195
1301803	Ipixuna (AM)	31172
1301852	Iranduba (AM)	49718
1301902	Itacoatiara (AM)	104046
1301951	Itamarati (AM)	7777
1302009	Itapiranga (AM)	9312
1302108	Japurá (AM)	1755
1302207	Juruá (AM)	15495
1302306	Jutaí (AM)	13462
1302405	Lábrea (AM)	47685
1302504	Manacapuru (AM)	99613
1302553	Manaquiri (AM)	33981
1302603	Manaus (AM)	2255903
1302702	Manicoré (AM)	57405
1302801	Maraã (AM)	18298
1302900	Maués (AM)	66159
1303007	Nhamundá (AM)	21710
1303106	Nova Olinda do Norte (AM)	38665
1303205	Novo Airão (AM)	20395
1303304	Novo Aripuanã (AM)	26443
1303403	Parintins (AM)	116439
1303502	Pauini (AM)	19616
1303536	Presidente Figueiredo (AM)	38095
1303569	Rio Preto da Eva (AM)	34856
1303601	Santa Isabel do Rio Negro (AM)	26566
1303700	Santo Antônio do Içá (AM)	20889
1303809	São Gabriel da Cachoeira (AM)	47031
1303908	São Paulo de Olivença (AM)	40837
1303957	São Sebastião do Uatumã (AM)	14678
1304005	Silves (AM)	9289
1304062	Tabatinga (AM)	68502
1304104	Tapauá (AM)	16876
1304203	Tefé (AM)	59250
1304237	Tonantins (AM)	19038
1304260	Uarini (AM)	13839
1304302	Urucará (AM)	16007
1304401	Urucurituba (AM)	24098
1400027	Amajari (RR)	13561
1400050	Alto Alegre (RR)	15249
1400100	Boa Vista (RR)	436591
1400159	Bonfim (RR)	12701
1400175	Cantá (RR)	19257
1400209	Caracaraí (RR)	22635
1400233	Caroebe (RR)	10595
1400282	Iracema (RR)	12637
1400308	Mucajaí (RR)	18482
1400407	Normandia (RR)	11772
1400456	Pacaraima (RR)	20108
1400472	Rorainópolis (RR)	31387
1400506	São João da Baliza (RR)	8492
1400605	São Luiz (RR)	8232
1400704	Uiramutã (RR)	11014
1500107	Abaetetuba (PA)	160439
1500131	Abel Figueiredo (PA)	7536
1500206	Acará (PA)	55744
1500305	Afuá (PA)	39910
1500347	Água Azul do Norte (PA)	27797
1500404	Alenquer (PA)	57390
1500503	Almeirim (PA)	34044
1500602	Altamira (PA)	117320
1500701	Anajás (PA)	30091
1500800	Ananindeua (PA)	540410
1500859	Anapu (PA)	29312
1500909	Augusto Corrêa (PA)	46937
1500958	Aurora do Pará (PA)	32200
1501006	Aveiro (PA)	16421
1501105	Bagre (PA)	31967
1501204	Baião (PA)	49454
1501253	Bannach (PA)	3239
1501303	Barcarena (PA)	129333
1501402	Belém (PA)	1506420
1501451	Belterra (PA)	17944
1501501	Benevides (PA)	64780
1501576	Bom Jesus do Tocantins (PA)	17254
1501600	Bonito (PA)	16769
1501709	Bragança (PA)	130122
1501725	Brasil Novo (PA)	14883
1501758	Brejo Grande do Araguaia (PA)	7357
1501782	Breu Branco (PA)	68597
1501808	Breves (PA)	104280
1501907	Bujaru (PA)	29717
1501956	Cachoeira do Piriá (PA)	35307
1502004	Cachoeira do Arari (PA)	24355
1502103	Cametá (PA)	140814
1502152	Canaã dos Carajás (PA)	39103
1502202	Capanema (PA)	69828
1502301	Capitão Poço (PA)	54545
1502400	Castanhal (PA)	205667
1502509	Chaves (PA)	24175
1502608	Colares (PA)	12175
1502707	Conceição do Araguaia (PA)	48115
1502756	Concórdia do Pará (PA)	34236
1502764	Cumaru do Norte (PA)	14044
1502772	Curionópolis (PA)	17764
1502806	Curralinho (PA)	35530
1502855	Curuá (PA)	14776
1502905	Curuçá (PA)	41093
1502939	Dom Eliseu (PA)	61206
1502954	Eldorado do Carajás (PA)	34069
1503002	Faro (PA)	6949
1503044	Floresta do Araguaia (PA)	20742
1503077	Garrafão do Norte (PA)	26155
1503093	Goianésia do Pará (PA)	41678
1503101	Gurupá (PA)	34127
1503200	Igarapé-Açu (PA)	39234
1503309	Igarapé-Miri (PA)	63367
1503408	Inhangapi (PA)	12009
1503457	Ipixuna do Pará (PA)	67170
1503507	Irituia (PA)	32639
1503606	Itaituba (PA)	101541
1503705	Itupiranga (PA)	53439
1503754	Jacareacanga (PA)	6952
1503804	Jacundá (PA)	60517
1503903	Juruti (PA)	59961
1504000	Limoeiro do Ajuru (PA)	29623
1504059	Mãe do Rio (PA)	30389
1504109	Magalhães Barata (PA)	8598
1504208	Marabá (PA)	287664
1504307	Maracanã (PA)	29559
1504406	Marapanim (PA)	28563
1504422	Marituba (PA)	135812
1504455	Medicilândia (PA)	32347
1504505	Melgaço (PA)	28121
1504604	Mocajuba (PA)	31917
1504703	Moju (PA)	84251
1504752	Mojuí dos Campos (PA)	16282
1504802	Monte Alegre (PA)	58289
1504901	Muaná (PA)	41454
1504950	Nova Esperança do Piriá (PA)	21519
1504976	Nova Ipixuna (PA)	17027
1505007	Nova Timboteua (PA)	15646
1505031	Novo Progresso (PA)	25769
1505064	Novo Repartimento (PA)	78488
1505106	Óbidos (PA)	52473
1505205	Oeiras do Pará (PA)	33182
1505304	Oriximiná (PA)	74921
1505403	Ourém (PA)	18079
1505437	Ourilândia do Norte (PA)	33831
1505486	Pacajá (PA)	49110
1505494	Palestina do Pará (PA)	7575
1505502	Paragominas (PA)	115838
1505536	Parauapebas (PA)	218787
1505551	Pau D'Arco (PA)	5339
1505601	Peixe-Boi (PA)	8084
1505635	Piçarra (PA)	12976
1505650	Placas (PA)	32325
1505700	Ponta de Pedras (PA)	32007
1505809	Portel (PA)	63831
1505908	Porto de Moz (PA)	42456
1506005	Prainha (PA)	29827
1506104	Primavera (PA)	10889
1506112	Quatipuru (PA)	13794
1506138	Redenção (PA)	86326
1506161	Rio Maria (PA)	18208
1506187	Rondon do Pará (PA)	53242
1506195	Rurópolis (PA)	52473
1506203	Salinópolis (PA)	41164
1506302	Salvaterra (PA)	24392
1506351	Santa Bárbara do Pará (PA)	21811
1506401	Santa Cruz do Arari (PA)	10496
1506500	Santa Izabel do Pará (PA)	72856
1506559	Santa Luzia do Pará (PA)	19839
1506583	Santa Maria das Barreiras (PA)	22244
1506609	Santa Maria do Pará (PA)	25127
1506708	Santana do Araguaia (PA)	75995
1506807	Santarém (PA)	308339
1506906	Santarém Novo (PA)	6796
1507003	Santo Antônio do Tauá (PA)	32346
1507102	São Caetano de Odivelas (PA)	18207
1507151	São Domingos do Araguaia (PA)	25945
1507201	São Domingos do Capim (PA)	32285
1507300	São Félix do Xingu (PA)	135732
1507409	São Francisco do Pará (PA)	15978
1507458	São Geraldo do Araguaia (PA)	24566
1507466	São João da Ponta (PA)	6294
1507474	São João de Pirabas (PA)	23440
1507508	São João do Araguaia (PA)	14105
1507607	São Miguel do Guamá (PA)	60268
1507706	São Sebastião da Boa Vista (PA)	27302
1507755	Sapucaia (PA)	6088
1507805	Senador José Porfírio (PA)	11305
1507904	Soure (PA)	25752
1507953	Tailândia (PA)	111554
1507961	Terra Alta (PA)	11971
1507979	Terra Santa (PA)	19063
1508001	Tomé-Açu (PA)	64604
1508035	Tracuateua (PA)	31549
1508050	Trairão (PA)	19344
1508084	Tucumã (PA)	40661
1508100	Tucuruí (PA)	116605
1508126	Ulianópolis (PA)	62286
1508159	Uruará (PA)	45395
1508209	Vigia (PA)	54650
1508308	Viseu (PA)	62093
1508357	Vitória do Xingu (PA)	15421
1508407	Xinguara (PA)	45416
1600055	Serra do Navio (AP)	5577
1600105	Amapá (AP)	9265
1600154	Pedra Branca do Amapari (AP)	17625
1600204	Calçoene (AP)	11493
1600212	Cutias (AP)	6217
1600238	Ferreira Gomes (AP)	8151
1600253	Itaubal (AP)	5730
1600279	Laranjal do Jari (AP)	52302
1600303	Macapá (AP)	522357
1600402	Mazagão (AP)	22468
1600501	Oiapoque (AP)	28534
1600535	Porto Grande (AP)	22927
1600550	Pracuúba (AP)	5370
1600600	Santana (AP)	124808
1600709	Tartarugalzinho (AP)	18217
1600808	Vitória do Jari (AP)	16572
1700251	Abreulândia (TO)	2609
1700301	Aguiarnópolis (TO)	7049
1700350	Aliança do Tocantins (TO)	5303
1700400	Almas (TO)	6905
1700707	Alvorada (TO)	8381
1701002	Ananás (TO)	9435
1701051	Angico (TO)	3475
1701101	Aparecida do Rio Negro (TO)	4901
1701309	Aragominas (TO)	5705
1701903	Araguacema (TO)	7223
1702000	Araguaçu (TO)	8418
1702109	Araguaína (TO)	186245
1702158	Araguanã (TO)	5856
1702208	Araguatins (TO)	36573
1702307	Arapoema (TO)	6590
1702406	Arraias (TO)	10502
1702554	Augustinópolis (TO)	18870
1702703	Aurora do Tocantins (TO)	3809
1702901	Axixá do Tocantins (TO)	9817
1703008	Babaçulândia (TO)	10668
1703057	Bandeirantes do Tocantins (TO)	3631
1703073	Barra do Ouro (TO)	4673
1703107	Barrolândia (TO)	5669
1703206	Bernardo Sayão (TO)	4439
1703305	Bom Jesus do Tocantins (TO)	5120
1703602	Brasilândia do Tocantins (TO)	2221
1703701	Brejinho de Nazaré (TO)	5540
1703800	Buriti do Tocantins (TO)	11644
1703826	Cachoeirinha (TO)	2293
1703842	Campos Lindos (TO)	10505
1703867	Cariri do Tocantins (TO)	4499
1703883	Carmolândia (TO)	2627
1703891	Carrasco Bonito (TO)	4165
1703909	Caseara (TO)	5514
1704105	Centenário (TO)	2966
1704600	Chapada de Areia (TO)	1415
1705102	Chapada da Natividade (TO)	3330
1705508	Colinas do Tocantins (TO)	36271
1705557	Combinado (TO)	4870
1705607	Conceição do Tocantins (TO)	4070
1706001	Couto Magalhães (TO)	5690
1706100	Cristalândia (TO)	7268
1706258	Crixás do Tocantins (TO)	1749
1706506	Darcinópolis (TO)	6250
1707009	Dianópolis (TO)	22704
1707108	Divinópolis do Tocantins (TO)	6986
1707207	Dois Irmãos do Tocantins (TO)	7173
1707306	Dueré (TO)	4686
1707405	Esperantina (TO)	11280
1707553	Fátima (TO)	3824
1707652	Figueirópolis (TO)	5222
1707702	Filadélfia (TO)	8892
1708205	Formoso do Araguaia (TO)	18358
1708254	Fortaleza do Tabocão (TO)	2615
1708304	Goianorte (TO)	5136
1709005	Goiatins (TO)	13169
1709302	Guaraí (TO)	26403
1709500	Gurupi (TO)	88428
1709807	Ipueiras (TO)	2088
1710508	Itacajá (TO)	7471
1710706	Itaguatins (TO)	5801
1710904	Itapiratins (TO)	3814
1711100	Itaporã do Tocantins (TO)	2412
1711506	Jaú do Tocantins (TO)	3906
1711803	Juarina (TO)	2174
1711902	Lagoa da Confusão (TO)	13989
1711951	Lagoa do Tocantins (TO)	4470
1712009	Lajeado (TO)	3199
1712157	Lavandeira (TO)	1984
1712405	Lizarda (TO)	3727
1712454	Luzinópolis (TO)	3200
1712504	Marianópolis do Tocantins (TO)	5332
1712702	Mateiros (TO)	2773
1712801	Maurilândia do Tocantins (TO)	3470
1713205	Miracema do Tocantins (TO)	17628
1713304	Miranorte (TO)	13551
1713601	Monte do Carmo (TO)	8182
1713700	Monte Santo do Tocantins (TO)	2311
1713809	Palmeiras do Tocantins (TO)	6830
1713957	Muricilândia (TO)	3623
1714203	Natividade (TO)	9256
1714302	Nazaré (TO)	3772
1714880	Nova Olinda (TO)	12014
1715002	Nova Rosalândia (TO)	4348
1715101	Novo Acordo (TO)	4450
1715150	Novo Alegre (TO)	2332
1715259	Novo Jardim (TO)	2768
1715507	Oliveira de Fátima (TO)	1124
1715705	Palmeirante (TO)	6234
1715754	Palmeirópolis (TO)	7694
1716109	Paraíso do Tocantins (TO)	52521
1716208	Paranã (TO)	10426
1716307	Pau D'Arco (TO)	4885
1716505	Pedro Afonso (TO)	13964
1716604	Peixe (TO)	11996
1716653	Pequizeiro (TO)	5546
1716703	Colméia (TO)	8078
1717008	Pindorama do Tocantins (TO)	4414
1717206	Piraquê (TO)	3038
1717503	Pium (TO)	7830
1717800	Ponte Alta do Bom Jesus (TO)	4586
1717909	Ponte Alta do Tocantins (TO)	8192
1718006	Porto Alegre do Tocantins (TO)	3200
1718204	Porto Nacional (TO)	53618
1718303	Praia Norte (TO)	8563
1718402	Presidente Kennedy (TO)	3668
1718451	Pugmil (TO)	2746
1718501	Recursolândia (TO)	4389
1718550	Riachinho (TO)	4723
1718659	Rio da Conceição (TO)	2211
1718709	Rio dos Bois (TO)	2879
1718758	Rio Sono (TO)	6498
1718808	Sampaio (TO)	4876
1718840	Sandolândia (TO)	3371
1718865	Santa Fé do Araguaia (TO)	7678
1718881	Santa Maria do Tocantins (TO)	3537
1718899	Santa Rita do Tocantins (TO)	2407
1718907	Santa Rosa do Tocantins (TO)	4864
1719004	Santa Tereza do Tocantins (TO)	2928
1720002	Santa Terezinha do Tocantins (TO)	2530
1720101	São Bento do Tocantins (TO)	5457
1720150	São Félix do Tocantins (TO)	1610
1720200	São Miguel do Tocantins (TO)	12445
1720259	São Salvador do Tocantins (TO)	3106
1720309	São Sebastião do Tocantins (TO)	4898
1720499	São Valério (TO)	3848
1720655	Silvanópolis (TO)	5452
1720804	Sítio Novo do Tocantins (TO)	8965
1720853	Sucupira (TO)	2007
1720903	Taguatinga (TO)	16966
1720937	Taipas do Tocantins (TO)	2183
1720978	Talismã (TO)	2831
1721000	Palmas (TO)	313349
1721109	Tocantínia (TO)	7688
1721208	Tocantinópolis (TO)	22820
1721257	Tupirama (TO)	1952
1721307	Tupiratins (TO)	2785
1722081	Wanderlândia (TO)	11783
1722107	Xambioá (TO)	11500
2100055	Açailândia (MA)	113783
2100105	Afonso Cunha (MA)	6631
2100154	Água Doce do Maranhão (MA)	12731
2100204	Alcântara (MA)	22126
2100303	Aldeias Altas (MA)	26979
2100402	Altamira do Maranhão (MA)	8250
2100436	Alto Alegre do Maranhão (MA)	28066
2100477	Alto Alegre do Pindaré (MA)	31967
2100501	Alto Parnaíba (MA)	11233
2100550	Amapá do Maranhão (MA)	7047
2100600	Amarante do Maranhão (MA)	42017
2100709	Anajatuba (MA)	27170
2100808	Anapurus (MA)	16054
2100832	Apicum-Açu (MA)	17582
2100873	Araguanã (MA)	15675
2100907	Araioses (MA)	47095
2100956	Arame (MA)	32825
2101004	Arari (MA)	30014
2101103	Axixá (MA)	12234
2101202	Bacabal (MA)	105094
2101251	Bacabeira (MA)	17446
2101301	Bacuri (MA)	18726
2101350	Bacurituba (MA)	5696
2101400	Balsas (MA)	96951
2101509	Barão de Grajaú (MA)	19026
2101608	Barra do Corda (MA)	88895
2101707	Barreirinhas (MA)	63891
2101731	Belágua (MA)	7586
2101772	Bela Vista do Maranhão (MA)	11347
2101806	Benedito Leite (MA)	5643
2101905	Bequimão (MA)	21317
2101939	Bernardo do Mearim (MA)	6102
2101970	Boa Vista do Gurupi (MA)	8494
2102002	Bom Jardim (MA)	42010
2102036	Bom Jesus das Selvas (MA)	35095
2102077	Bom Lugar (MA)	16578
2102101	Brejo (MA)	36900
2102150	Brejo de Areia (MA)	8841
2102200	Buriti (MA)	28916
2102309	Buriti Bravo (MA)	23993
2102325	Buriticupu (MA)	73595
2102358	Buritirana (MA)	15503
2102374	Cachoeira Grande (MA)	9524
2102408	Cajapió (MA)	11255
2102507	Cajari (MA)	19521
2102556	Campestre do Maranhão (MA)	14530
2102606	Cândido Mendes (MA)	20376
2102705	Cantanhede (MA)	22236
2102754	Capinzal do Norte (MA)	10937
2102804	Carolina (MA)	24151
2102903	Carutapera (MA)	24095
2103000	Caxias (MA)	166159
2103109	Cedral (MA)	10711
2103125	Central do Maranhão (MA)	8806
2103158	Centro do Guilherme (MA)	13876
2103174	Centro Novo do Maranhão (MA)	22056
2103208	Chapadinha (MA)	80705
2103257	Cidelândia (MA)	14855
2103307	Codó (MA)	123368
2103406	Coelho Neto (MA)	49804
2103505	Colinas (MA)	41443
2103554	Conceição do Lago-Açu (MA)	16559
2103604	Coroatá (MA)	65788
2103703	Cururupu (MA)	32559
2103752	Davinópolis (MA)	12923
2103802	Dom Pedro (MA)	23393
2103901	Duque Bacelar (MA)	11451
2104008	Esperantinópolis (MA)	16971
2104057	Estreito (MA)	43097
2104073	Feira Nova do Maranhão (MA)	8506
2104081	Fernando Falcão (MA)	10559
2104099	Formosa da Serra Negra (MA)	19425
2104107	Fortaleza dos Nogueiras (MA)	12662
2104206	Fortuna (MA)	17812
2104305	Godofredo Viana (MA)	12104
2104404	Gonçalves Dias (MA)	17953
2104503	Governador Archer (MA)	10931
2104552	Governador Edison Lobão (MA)	18740
2104602	Governador Eugênio Barros (MA)	14703
2104628	Governador Luiz Rocha (MA)	7878
2104651	Governador Newton Bello (MA)	10121
2104677	Governador Nunes Freire (MA)	25502
2104701	Graça Aranha (MA)	6261
2104800	Grajaú (MA)	70692
2104909	Guimarães (MA)	11966
2105005	Humberto de Campos (MA)	29143
2105104	Icatu (MA)	27423
2105153	Igarapé do Meio (MA)	14470
2105203	Igarapé Grande (MA)	11453
2105302	Imperatriz (MA)	259980
2105351	Itaipava do Grajaú (MA)	16158
2105401	Itapecuru Mirim (MA)	69233
2105427	Itinga do Maranhão (MA)	26134
2105450	Jatobá (MA)	10464
2105476	Jenipapo dos Vieiras (MA)	17123
2105500	João Lisboa (MA)	23677
2105609	Joselândia (MA)	16228
2105658	Junco do Maranhão (MA)	4334
2105708	Lago da Pedra (MA)	50959
2105807	Lago do Junco (MA)	10900
2105906	Lago Verde (MA)	16369
2105922	Lagoa do Mato (MA)	11280
2105948	Lago dos Rodrigues (MA)	8841
2105963	Lagoa Grande do Maranhão (MA)	11534
2105989	Lajeado Novo (MA)	7653
2106003	Lima Campos (MA)	11943
2106102	Loreto (MA)	12271
2106201	Luís Domingues (MA)	7016
2106300	Magalhães de Almeida (MA)	20228
2106326	Maracaçumé (MA)	21773
2106359	Marajá do Sena (MA)	7757
2106375	Maranhãozinho (MA)	16754
2106409	Mata Roma (MA)	17122
2106508	Matinha (MA)	23591
2106607	Matões (MA)	34099
2106631	Matões do Norte (MA)	17316
2106672	Milagres do Maranhão (MA)	8502
2106706	Mirador (MA)	21045
2106755	Miranda do Norte (MA)	29121
2106805	Mirinzal (MA)	15059
2106904	Monção (MA)	33888
2107001	Montes Altos (MA)	9064
2107100	Morros (MA)	19708
2107209	Nina Rodrigues (MA)	14826
2107258	Nova Colinas (MA)	5469
2107308	Nova Iorque (MA)	4682
2107357	Nova Olinda do Maranhão (MA)	21228
2107407	Olho d'Água das Cunhãs (MA)	19616
2107456	Olinda Nova do Maranhão (MA)	14968
2107506	Paço do Lumiar (MA)	125265
2107605	Palmeirândia (MA)	19840
2107704	Paraibano (MA)	21571
2107803	Parnarama (MA)	35108
2107902	Passagem Franca (MA)	19253
2108009	Pastos Bons (MA)	19693
2108058	Paulino Neves (MA)	16295
2108108	Paulo Ramos (MA)	21092
2108207	Pedreiras (MA)	39153
2108256	Pedro do Rosário (MA)	25560
2108306	Penalva (MA)	38987
2108405	Peri Mirim (MA)	14371
2108454	Peritoró (MA)	23530
2108504	Pindaré-Mirim (MA)	33186
2108603	Pinheiro (MA)	84160
2108702	Pio XII (MA)	21274
2108801	Pirapemas (MA)	18814
2108900	Poção de Pedras (MA)	17321
2109007	Porto Franco (MA)	24294
2109056	Porto Rico do Maranhão (MA)	5936
2109106	Presidente Dutra (MA)	48264
2109205	Presidente Juscelino (MA)	12939
2109239	Presidente Médici (MA)	7124
2109270	Presidente Sarney (MA)	19217
2109304	Presidente Vargas (MA)	11328
2109403	Primeira Cruz (MA)	15545
2109452	Raposa (MA)	31586
2109502	Riachão (MA)	20288
2109551	Ribamar Fiquene (MA)	7859
2109601	Rosário (MA)	43243
2109700	Sambaíba (MA)	5686
2109759	Santa Filomena do Maranhão (MA)	7878
2109809	Santa Helena (MA)	42829
2109908	Santa Inês (MA)	89927
2110005	Santa Luzia (MA)	73105
2110039	Santa Luzia do Paruá (MA)	25487
2110104	Santa Quitéria do Maranhão (MA)	25884
2110203	Santa Rita (MA)	38732
2110237	Santana do Maranhão (MA)	13704
2110278	Santo Amaro do Maranhão (MA)	16219
2110302	Santo Antônio dos Lopes (MA)	14516
2110401	São Benedito do Rio Preto (MA)	18769
2110500	São Bento (MA)	45989
2110609	São Bernardo (MA)	28825
2110658	São Domingos do Azeitão (MA)	7448
2110708	São Domingos do Maranhão (MA)	34391
2110807	São Félix de Balsas (MA)	4540
2110856	São Francisco do Brejão (MA)	12082
2110906	São Francisco do Maranhão (MA)	12226
2111003	São João Batista (MA)	20736
2111029	São João do Carú (MA)	15768
2111052	São João do Paraíso (MA)	11207
2111078	São João do Soter (MA)	18746
2111102	São João dos Patos (MA)	26063
2111201	São José de Ribamar (MA)	180345
2111250	São José dos Basílios (MA)	7639
2111300	São Luís (MA)	1115932
2111409	São Luís Gonzaga do Maranhão (MA)	18600
2111508	São Mateus do Maranhão (MA)	41750
2111532	São Pedro da Água Branca (MA)	12779
2111573	São Pedro dos Crentes (MA)	4700
2111607	São Raimundo das Mangabeiras (MA)	19090
2111631	São Raimundo do Doca Bezerra (MA)	5028
2111672	São Roberto (MA)	6856
2111706	São Vicente Ferrer (MA)	22452
2111722	Satubinha (MA)	14274
2111748	Senador Alexandre Costa (MA)	11285
2111763	Senador La Rocque (MA)	13981
2111789	Serrano do Maranhão (MA)	10343
2111805	Sítio Novo (MA)	18237
2111904	Sucupira do Norte (MA)	10631
2111953	Sucupira do Riachão (MA)	5692
2112001	Tasso Fragoso (MA)	8642
2112100	Timbiras (MA)	29241
2112209	Timon (MA)	171317
2112233	Trizidela do Vale (MA)	22223
2112274	Tufilândia (MA)	5868
2112308	Tuntum (MA)	42242
2112407	Turiaçu (MA)	35811
2112456	Turilândia (MA)	26112
2112506	Tutóia (MA)	59927
2112605	Urbano Santos (MA)	33791
2112704	Vargem Grande (MA)	57813
2112803	Viana (MA)	52852
2112852	Vila Nova dos Martírios (MA)	13800
2112902	Vitória do Mearim (MA)	32956
2113009	Vitorino Freire (MA)	31520
2114007	Zé Doca (MA)	52190
2200053	Acauã (PI)	7119
2200103	Agricolândia (PI)	5123
2200202	Água Branca (PI)	17525
2200251	Alagoinha do Piauí (PI)	7678
2200277	Alegrete do Piauí (PI)	4921
2200301	Alto Longá (PI)	14371
2200400	Altos (PI)	40681
2200459	Alvorada do Gurguéia (PI)	5469
2200509	Amarante (PI)	17609
2200608	Angical do Piauí (PI)	6779
2200707	Anísio de Abreu (PI)	9994
2200806	Antônio Almeida (PI)	3175
2200905	Aroazes (PI)	5819
2200954	Aroeiras do Itaim (PI)	2551
2201002	Arraial (PI)	4713
2201051	Assunção do Piauí (PI)	7879
2201101	Avelino Lopes (PI)	11361
2201150	Baixa Grande do Ribeiro (PI)	11751
2201176	Barra D'Alcântara (PI)	3953
2201200	Barras (PI)	47298
2201309	Barreiras do Piauí (PI)	3356
2201408	Barro Duro (PI)	7022
2201507	Batalha (PI)	26951
2201556	Bela Vista do Piauí (PI)	4044
2201572	Belém do Piauí (PI)	3607
2201606	Beneditinos (PI)	10479
2201705	Bertolínia (PI)	5512
2201739	Betânia do Piauí (PI)	6214
2201770	Boa Hora (PI)	6848
2201804	Bocaina (PI)	4509
2201903	Bom Jesus (PI)	25584
2201919	Bom Princípio do Piauí (PI)	5670
2201929	Bonfim do Piauí (PI)	5700
2201945	Boqueirão do Piauí (PI)	6443
2201960	Brasileira (PI)	8364
2201988	Brejo do Piauí (PI)	3824
2202000	Buriti dos Lopes (PI)	19832
2202026	Buriti dos Montes (PI)	8282
2202059	Cabeceiras do Piauí (PI)	10671
2202075	Cajazeiras do Piauí (PI)	3586
2202083	Cajueiro da Praia (PI)	7704
2202091	Caldeirão Grande do Piauí (PI)	5786
2202109	Campinas do Piauí (PI)	5628
2202117	Campo Alegre do Fidalgo (PI)	5093
2202133	Campo Grande do Piauí (PI)	5987
2202174	Campo Largo do Piauí (PI)	7342
2202208	Campo Maior (PI)	46950
2202251	Canavieira (PI)	3938
2202307	Canto do Buriti (PI)	21326
2202406	Capitão de Campos (PI)	11471
2202455	Capitão Gervásio Oliveira (PI)	4127
2202505	Caracol (PI)	11009
